Color Option,Item Code,Description,Price with ParticleBoard Box,Price with Plywood Box,Concatenated,UV Birch Plywood,White Plywood
A TOUCH OF NATURE PLUS,BP2434,Base Side Panel 24.75 x 34.5,$41.88 ,$41.88 ,A TOUCH OF NATURE PLUS - BP2434,$41.88 ,$41.88 
A TOUCH OF NATURE PLUS,BP3634,Base Side Panel 36.75 x 34.5,$58.76 ,$58.76 ,A TOUCH OF NATURE PLUS - BP3634,$58.76 ,$58.76 
A TOUCH OF NATURE PLUS,BP4834,Base Side Panel 48.75 x 34.5,$75.65 ,$75.65 ,A TOUCH OF NATURE PLUS - BP4834,$75.65 ,$75.65 
A TOUCH OF NATURE PLUS,BP6234,Base Side Panel 62 x 34.5,$94.29 ,$94.29 ,A TOUCH OF NATURE PLUS - BP6234,$94.29 ,$94.29 
A TOUCH OF NATURE PLUS,BP7834,Base Side Panel 78 x 34.5,$116.81 ,$116.81 ,A TOUCH OF NATURE PLUS - BP7834,$116.81 ,$116.81 
A TOUCH OF NATURE PLUS,RP396,Refrigerator Side Panel 3x96,$135.12 ,$135.12 ,A TOUCH OF NATURE PLUS - RP396,$135.12 ,$135.12 
A TOUCH OF NATURE PLUS,RP3117,Refrigerator Side Panel 3x117,$163.47 ,$163.47 ,A TOUCH OF NATURE PLUS - RP3117,$163.47 ,$163.47 
A TOUCH OF NATURE PLUS,DWP3,Dish Washer Panel 3x30,$52.09 ,$52.09 ,A TOUCH OF NATURE PLUS - DWP3,$52.09 ,$52.09 
A TOUCH OF NATURE PLUS,F230,Filler 2x30,$11.52 ,$11.52 ,A TOUCH OF NATURE PLUS - F230,$11.52 ,$11.52 
A TOUCH OF NATURE PLUS,F236,Filler 2x36,$13.75 ,$13.75 ,A TOUCH OF NATURE PLUS - F236,$13.75 ,$13.75 
A TOUCH OF NATURE PLUS,F242,Filler 2x42,$15.97 ,$15.97 ,A TOUCH OF NATURE PLUS - F242,$15.97 ,$15.97 
A TOUCH OF NATURE PLUS,F296,Filler 2x96,$36.02 ,$36.02 ,A TOUCH OF NATURE PLUS - F296,$36.02 ,$36.02 
A TOUCH OF NATURE PLUS,F330,Filler 3x30,$12.70 ,$12.70 ,A TOUCH OF NATURE PLUS - F330,$12.70 ,$12.70 
A TOUCH OF NATURE PLUS,F336,Filler 3x36,$15.14 ,$15.14 ,A TOUCH OF NATURE PLUS - F336,$15.14 ,$15.14 
A TOUCH OF NATURE PLUS,F342,Filler 3x42,$17.57 ,$17.57 ,A TOUCH OF NATURE PLUS - F342,$17.57 ,$17.57 
A TOUCH OF NATURE PLUS,F396,Filler 3x96,$39.51 ,$39.51 ,A TOUCH OF NATURE PLUS - F396,$39.51 ,$39.51 
A TOUCH OF NATURE PLUS,CF96,"Ceiling Filler 96"" x 3 """,$24.60 ,$24.60 ,A TOUCH OF NATURE PLUS - CF96,$24.60 ,$24.60 
A TOUCH OF NATURE PLUS,TK96,"Toe Kick 96""",$26.24 ,$26.24 ,A TOUCH OF NATURE PLUS - TK96,$26.24 ,$26.24 
ARTISANS SHINE,B9FD-L/R,Base Cabinet Full Door - 1 Door,$163.51 ,$179.72 ,ARTISANS SHINE - B9FD-L/R,$163.51 ,$179.72 
ARTISANS SHINE,B12FD-L/R,Base Cabinet Full Door - 1 Door,$176.98 ,$194.41 ,ARTISANS SHINE - B12FD-L/R,$176.98 ,$194.41 
ARTISANS SHINE,B15FD-L/R,Base Cabinet Full Door - 1 Door,$190.46 ,$209.10 ,ARTISANS SHINE - B15FD-L/R,$190.46 ,$209.10 
ARTISANS SHINE,B18FD-L/R,Base Cabinet Full Door - 1 Door,$203.93 ,$223.79 ,ARTISANS SHINE - B18FD-L/R,$203.93 ,$223.79 
ARTISANS SHINE,B21FD-L/R,Base Cabinet Full Door - 1 Door,$217.40 ,$238.48 ,ARTISANS SHINE - B21FD-L/R,$217.40 ,$238.48 
ARTISANS SHINE,B24FD-L/R,Base Cabinet Full Door - 1 Door,$230.87 ,$253.17 ,ARTISANS SHINE - B24FD-L/R,$230.87 ,$253.17 
ARTISANS SHINE,B24FD,Base Cabinet Full Door - 2 Door,$259.67 ,$281.97 ,ARTISANS SHINE - B24FD,$259.67 ,$281.97 
ARTISANS SHINE,B27FD,Base Cabinet Full Door - 2 Door,$273.15 ,$296.66 ,ARTISANS SHINE - B27FD,$273.15 ,$296.66 
ARTISANS SHINE,B30FD,Base Cabinet Full Door - 2 Door,$286.62 ,$311.35 ,ARTISANS SHINE - B30FD,$286.62 ,$311.35 
ARTISANS SHINE,B33FD,Base Cabinet Full Door - 2 Door,$300.09 ,$326.04 ,ARTISANS SHINE - B33FD,$300.09 ,$326.04 
ARTISANS SHINE,B36FD,Base Cabinet Full Door - 2 Door,$313.56 ,$340.73 ,ARTISANS SHINE - B36FD,$313.56 ,$340.73 
ARTISANS SHINE,B39FD,Base Cabinet Full Door - 2 Door,$327.03 ,$355.42 ,ARTISANS SHINE - B39FD,$327.03 ,$355.42 
ARTISANS SHINE,B42FD,Base Cabinet Full Door - 2 Door,$340.51 ,$370.11 ,ARTISANS SHINE - B42FD,$340.51 ,$370.11 
ARTISANS SHINE,B9-L/R,Base Cabinet- 1 Door 1Drawer,$224.58 ,$243.57 ,ARTISANS SHINE - B9-L/R,$224.58 ,$243.57 
ARTISANS SHINE,B12-L/R,Base Cabinet- 1 Door 1Drawer,$242.22 ,$262.70 ,ARTISANS SHINE - B12-L/R,$242.22 ,$262.70 
ARTISANS SHINE,B15-L/R,Base Cabinet- 1 Door 1Drawer,$259.85 ,$281.83 ,ARTISANS SHINE - B15-L/R,$259.85 ,$281.83 
ARTISANS SHINE,B18-L/R,Base Cabinet- 1 Door 1Drawer,$277.48 ,$300.97 ,ARTISANS SHINE - B18-L/R,$277.48 ,$300.97 
ARTISANS SHINE,B21-L/R,Base Cabinet- 1 Door 1Drawer,$295.12 ,$320.10 ,ARTISANS SHINE - B21-L/R,$295.12 ,$320.10 
ARTISANS SHINE,B24-L/R,Base Cabinet- 1 Door 1Drawer,$312.75 ,$339.23 ,ARTISANS SHINE - B24-L/R,$312.75 ,$339.23 
ARTISANS SHINE,B24,Base Cabinet- 2Door 1Drawer,$341.56 ,$368.03 ,ARTISANS SHINE - B24,$341.56 ,$368.03 
ARTISANS SHINE,B27,Base Cabinet- 2Door 1Drawer,$359.19 ,$387.16 ,ARTISANS SHINE - B27,$359.19 ,$387.16 
ARTISANS SHINE,B30,Base Cabinet- 2Door 1Drawer,$376.82 ,$406.29 ,ARTISANS SHINE - B30,$376.82 ,$406.29 
ARTISANS SHINE,B33,Base Cabinet- 2Door 1Drawer,$394.46 ,$425.42 ,ARTISANS SHINE - B33,$394.46 ,$425.42 
ARTISANS SHINE,B36,Base Cabinet- 2Door 1Drawer,$412.09 ,$444.56 ,ARTISANS SHINE - B36,$412.09 ,$444.56 
ARTISANS SHINE,B39,Base Cabinet- 2Door 1Drawer,$429.73 ,$463.69 ,ARTISANS SHINE - B39,$429.73 ,$463.69 
ARTISANS SHINE,B42,Base Cabinet- 2Door 1Drawer,$447.36 ,$482.82 ,ARTISANS SHINE - B42,$447.36 ,$482.82 
ARTISANS SHINE,BC39R,Blind Corner Base - Right Door,$327.03 ,$355.42 ,ARTISANS SHINE - BC39R,$327.03 ,$355.42 
ARTISANS SHINE,BC42R,Blind Corner Base - Right Door,$340.51 ,$370.11 ,ARTISANS SHINE - BC42R,$340.51 ,$370.11 
ARTISANS SHINE,BC48R,Blind Corner Base - Right Door,$367.45 ,$399.50 ,ARTISANS SHINE - BC48R,$367.45 ,$399.50 
ARTISANS SHINE,BC39L,Blind Corner Base - Left Door,$327.03 ,$355.42 ,ARTISANS SHINE - BC39L,$327.03 ,$355.42 
ARTISANS SHINE,BC42L,Blind Corner Base - Left Door,$340.51 ,$370.11 ,ARTISANS SHINE - BC42L,$340.51 ,$370.11 
ARTISANS SHINE,BC48L,Blind Corner Base - Left Door,$367.45 ,$399.50 ,ARTISANS SHINE - BC48L,$367.45 ,$399.50 
ARTISANS SHINE,BLS36,Lazy Suzan Base (Shelf Only),$362.28 ,$402.40 ,ARTISANS SHINE - BLS36,$362.28 ,$402.40 
ARTISANS SHINE,2DB9,2 Drawer Base Cabinet,$249.03 ,$270.89 ,ARTISANS SHINE - 2DB9,$249.03 ,$270.89 
ARTISANS SHINE,2DB12,2 Drawer Base Cabinet,$268.33 ,$291.59 ,ARTISANS SHINE - 2DB12,$268.33 ,$291.59 
ARTISANS SHINE,2DB15,2 Drawer Base Cabinet,$287.64 ,$312.29 ,ARTISANS SHINE - 2DB15,$287.64 ,$312.29 
ARTISANS SHINE,2DB18,2 Drawer Base Cabinet,$306.94 ,$332.98 ,ARTISANS SHINE - 2DB18,$306.94 ,$332.98 
ARTISANS SHINE,2DB21,2 Drawer Base Cabinet,$326.25 ,$353.68 ,ARTISANS SHINE - 2DB21,$326.25 ,$353.68 
ARTISANS SHINE,2DB24,2 Drawer Base Cabinet,$345.55 ,$374.38 ,ARTISANS SHINE - 2DB24,$345.55 ,$374.38 
ARTISANS SHINE,2DB27,2 Drawer Base Cabinet,$364.86 ,$395.08 ,ARTISANS SHINE - 2DB27,$364.86 ,$395.08 
ARTISANS SHINE,2DB30,2 Drawer Base Cabinet,$384.17 ,$415.78 ,ARTISANS SHINE - 2DB30,$384.17 ,$415.78 
ARTISANS SHINE,2DB33,2 Drawer Base Cabinet,$403.47 ,$436.47 ,ARTISANS SHINE - 2DB33,$403.47 ,$436.47 
ARTISANS SHINE,2DB36,2 Drawer Base Cabinet,$422.78 ,$457.17 ,ARTISANS SHINE - 2DB36,$422.78 ,$457.17 
ARTISANS SHINE,3DB9,3 Drawer Base Cabinet,$267.72 ,$287.27 ,ARTISANS SHINE - 3DB9,$267.72 ,$287.27 
ARTISANS SHINE,3DB12,3 Drawer Base Cabinet,$288.15 ,$308.85 ,ARTISANS SHINE - 3DB12,$288.15 ,$308.85 
ARTISANS SHINE,3DB15,3 Drawer Base Cabinet,$308.58 ,$330.44 ,ARTISANS SHINE - 3DB15,$308.58 ,$330.44 
ARTISANS SHINE,3DB18,3 Drawer Base Cabinet,$329.01 ,$352.03 ,ARTISANS SHINE - 3DB18,$329.01 ,$352.03 
ARTISANS SHINE,3DB21,3 Drawer Base Cabinet,$349.44 ,$373.62 ,ARTISANS SHINE - 3DB21,$349.44 ,$373.62 
ARTISANS SHINE,3DB24,3 Drawer Base Cabinet,$369.87 ,$395.21 ,ARTISANS SHINE - 3DB24,$369.87 ,$395.21 
ARTISANS SHINE,3DB27,3 Drawer Base Cabinet,$390.30 ,$416.80 ,ARTISANS SHINE - 3DB27,$390.30 ,$416.80 
ARTISANS SHINE,3DB30,3 Drawer Base Cabinet,$410.72 ,$438.39 ,ARTISANS SHINE - 3DB30,$410.72 ,$438.39 
ARTISANS SHINE,3DB33,3 Drawer Base Cabinet,$431.15 ,$459.98 ,ARTISANS SHINE - 3DB33,$431.15 ,$459.98 
ARTISANS SHINE,3DB36,3 Drawer Base Cabinet,$451.58 ,$481.57 ,ARTISANS SHINE - 3DB36,$451.58 ,$481.57 
ARTISANS SHINE,4DB9,4 Drawer Base Cabinet,$292.34 ,$310.72 ,ARTISANS SHINE - 4DB9,$292.34 ,$310.72 
ARTISANS SHINE,4DB12,4 Drawer Base Cabinet,$314.21 ,$333.63 ,ARTISANS SHINE - 4DB12,$314.21 ,$333.63 
ARTISANS SHINE,4DB15,4 Drawer Base Cabinet,$336.08 ,$356.55 ,ARTISANS SHINE - 4DB15,$336.08 ,$356.55 
ARTISANS SHINE,4DB18,4 Drawer Base Cabinet,$357.95 ,$379.47 ,ARTISANS SHINE - 4DB18,$357.95 ,$379.47 
ARTISANS SHINE,4DB21,4 Drawer Base Cabinet,$379.82 ,$402.38 ,ARTISANS SHINE - 4DB21,$379.82 ,$402.38 
ARTISANS SHINE,4DB24,4 Drawer Base Cabinet,$401.69 ,$425.30 ,ARTISANS SHINE - 4DB24,$401.69 ,$425.30 
ARTISANS SHINE,4DB27,4 Drawer Base Cabinet,$423.57 ,$448.21 ,ARTISANS SHINE - 4DB27,$423.57 ,$448.21 
ARTISANS SHINE,4DB30,4 Drawer Base Cabinet,$445.44 ,$471.13 ,ARTISANS SHINE - 4DB30,$445.44 ,$471.13 
ARTISANS SHINE,4DB33,4 Drawer Base Cabinet,$467.31 ,$494.04 ,ARTISANS SHINE - 4DB33,$467.31 ,$494.04 
ARTISANS SHINE,4DB36,4 Drawer Base Cabinet,$489.18 ,$516.96 ,ARTISANS SHINE - 4DB36,$489.18 ,$516.96 
ARTISANS SHINE,D627,Single Level Drawers Floating,$208.78 ,$226.12 ,ARTISANS SHINE - D627,$208.78 ,$226.12 
ARTISANS SHINE,D630,Single Level Drawers Floating,$221.49 ,$240.29 ,ARTISANS SHINE - D630,$221.49 ,$240.29 
ARTISANS SHINE,D633,Single Level Drawers Floating,$234.20 ,$254.46 ,ARTISANS SHINE - D633,$234.20 ,$254.46 
ARTISANS SHINE,D636,Single Level Drawers Floating,$246.90 ,$268.62 ,ARTISANS SHINE - D636,$246.90 ,$268.62 
ARTISANS SHINE,B1212,"12""D Base - 2 Door",$169.33 ,$178.26 ,ARTISANS SHINE - B1212,$169.33 ,$178.26 
ARTISANS SHINE,B1512,"12""D Base - 2 Door",$181.27 ,$190.86 ,ARTISANS SHINE - B1512,$181.27 ,$190.86 
ARTISANS SHINE,B1812,"12""D Base - 2 Door",$193.21 ,$203.46 ,ARTISANS SHINE - B1812,$193.21 ,$203.46 
ARTISANS SHINE,B2112,"12""D Base - 2 Door",$205.15 ,$216.06 ,ARTISANS SHINE - B2112,$205.15 ,$216.06 
ARTISANS SHINE,B2412,"12""D Base - 2 Door",$217.09 ,$228.66 ,ARTISANS SHINE - B2412,$217.09 ,$228.66 
ARTISANS SHINE,B2712,"12""D Base - 2 Door",$229.03 ,$241.26 ,ARTISANS SHINE - B2712,$229.03 ,$241.26 
ARTISANS SHINE,B3012,"12""D Base - 2 Door",$240.97 ,$253.86 ,ARTISANS SHINE - B3012,$240.97 ,$253.86 
ARTISANS SHINE,B3312,"12""D Base - 2 Door",$252.90 ,$266.46 ,ARTISANS SHINE - B3312,$252.90 ,$266.46 
ARTISANS SHINE,B3612,"12""D Base - 2 Door",$264.84 ,$279.06 ,ARTISANS SHINE - B3612,$264.84 ,$279.06 
ARTISANS SHINE,SB24,Sink Base,$236.64 ,$255.02 ,ARTISANS SHINE - SB24,$236.64 ,$255.02 
ARTISANS SHINE,SB27,Sink Base,$247.86 ,$266.94 ,ARTISANS SHINE - SB27,$247.86 ,$266.94 
ARTISANS SHINE,SB30,Sink Base,$259.08 ,$278.85 ,ARTISANS SHINE - SB30,$259.08 ,$278.85 
ARTISANS SHINE,SB33,Sink Base,$270.29 ,$290.76 ,ARTISANS SHINE - SB33,$270.29 ,$290.76 
ARTISANS SHINE,SB36,Sink Base,$281.51 ,$302.68 ,ARTISANS SHINE - SB36,$281.51 ,$302.68 
ARTISANS SHINE,SB39,Sink Base,$292.73 ,$314.59 ,ARTISANS SHINE - SB39,$292.73 ,$314.59 
ARTISANS SHINE,SB42,Sink Base,$303.95 ,$326.51 ,ARTISANS SHINE - SB42,$303.95 ,$326.51 
ARTISANS SHINE,ADA-VSB2421,"ADA Sink Base 21""D",$261.86 ,$278.07 ,ARTISANS SHINE - ADA-VSB2421,$261.86 ,$278.07 
ARTISANS SHINE,ADA-VSB2721,"ADA Sink Base 21""D",$273.95 ,$291.23 ,ARTISANS SHINE - ADA-VSB2721,$273.95 ,$291.23 
ARTISANS SHINE,ADA-VSB3021,"ADA Sink Base 21""D",$286.03 ,$304.40 ,ARTISANS SHINE - ADA-VSB3021,$286.03 ,$304.40 
ARTISANS SHINE,ADA-VSB3321,"ADA Sink Base 21""D",$298.12 ,$317.56 ,ARTISANS SHINE - ADA-VSB3321,$298.12 ,$317.56 
ARTISANS SHINE,ADA-VSB3621,"ADA Sink Base 21""D",$310.20 ,$330.73 ,ARTISANS SHINE - ADA-VSB3621,$310.20 ,$330.73 
ARTISANS SHINE,ADA-SB2421,"ADA Sink Base 24""D",$271.17 ,$289.57 ,ARTISANS SHINE - ADA-SB2421,$271.17 ,$289.57 
ARTISANS SHINE,ADA-SB2724,"ADA Sink Base 24""D",$283.64 ,$303.25 ,ARTISANS SHINE - ADA-SB2724,$283.64 ,$303.25 
ARTISANS SHINE,ADA-SB3024,"ADA Sink Base 24""D",$296.11 ,$316.94 ,ARTISANS SHINE - ADA-SB3024,$296.11 ,$316.94 
ARTISANS SHINE,ADA-SB3324,"ADA Sink Base 24""D",$308.57 ,$330.63 ,ARTISANS SHINE - ADA-SB3324,$308.57 ,$330.63 
ARTISANS SHINE,ADA-SB3624,"ADA Sink Base 24""D",$321.04 ,$344.31 ,ARTISANS SHINE - ADA-SB3624,$321.04 ,$344.31 
ARTISANS SHINE,VSB2421,Vanity Sink Base,$228.25 ,$244.47 ,ARTISANS SHINE - VSB2421,$228.25 ,$244.47 
ARTISANS SHINE,VSB2721,Vanity Sink Base,$239.27 ,$256.12 ,ARTISANS SHINE - VSB2721,$239.27 ,$256.12 
ARTISANS SHINE,VSB3021,Vanity Sink Base,$250.30 ,$267.78 ,ARTISANS SHINE - VSB3021,$250.30 ,$267.78 
ARTISANS SHINE,VSB3321,Vanity Sink Base,$261.33 ,$279.43 ,ARTISANS SHINE - VSB3321,$261.33 ,$279.43 
ARTISANS SHINE,VSB3621,Vanity Sink Base,$272.35 ,$291.08 ,ARTISANS SHINE - VSB3621,$272.35 ,$291.08 
ARTISANS SHINE,VSB3921,Vanity Sink Base,$283.38 ,$302.73 ,ARTISANS SHINE - VSB3921,$283.38 ,$302.73 
ARTISANS SHINE,VSB4221,Vanity Sink Base,$294.40 ,$314.39 ,ARTISANS SHINE - VSB4221,$294.40 ,$314.39 
ARTISANS SHINE,VB24,Vanity Base - 2Door 1 Drawer,$326.75 ,$350.26 ,ARTISANS SHINE - VB24,$326.75 ,$350.26 
ARTISANS SHINE,VB27,Vanity Base - 2Door 1 Drawer,$343.87 ,$368.75 ,ARTISANS SHINE - VB27,$343.87 ,$368.75 
ARTISANS SHINE,VB30,Vanity Base - 2Door 1 Drawer,$361.00 ,$387.23 ,ARTISANS SHINE - VB30,$361.00 ,$387.23 
ARTISANS SHINE,VB33,Vanity Base - 2Door 1 Drawer,$378.12 ,$405.71 ,ARTISANS SHINE - VB33,$378.12 ,$405.71 
ARTISANS SHINE,VB36,Vanity Base - 2Door 1 Drawer,$395.25 ,$424.19 ,ARTISANS SHINE - VB36,$395.25 ,$424.19 
ARTISANS SHINE,V2DB1221,Vanity 2 Drawer Base,$254.64 ,$275.32 ,ARTISANS SHINE - V2DB1221,$254.64 ,$275.32 
ARTISANS SHINE,V2DB1521,Vanity 2 Drawer Base,$273.50 ,$295.50 ,ARTISANS SHINE - V2DB1521,$273.50 ,$295.50 
ARTISANS SHINE,V2DB1821,Vanity 2 Drawer Base,$292.36 ,$315.69 ,ARTISANS SHINE - V2DB1821,$292.36 ,$315.69 
ARTISANS SHINE,V2DB2121,Vanity 2 Drawer Base,$311.23 ,$335.87 ,ARTISANS SHINE - V2DB2121,$311.23 ,$335.87 
ARTISANS SHINE,V2DB2421,Vanity 2 Drawer Base,$330.09 ,$356.06 ,ARTISANS SHINE - V2DB2421,$330.09 ,$356.06 
ARTISANS SHINE,V2DB2721,Vanity 2 Drawer Base,$348.95 ,$376.24 ,ARTISANS SHINE - V2DB2721,$348.95 ,$376.24 
ARTISANS SHINE,V3DB1221,Vanity 3 Drawer Base,$273.84 ,$292.20 ,ARTISANS SHINE - V3DB1221,$273.84 ,$292.20 
ARTISANS SHINE,V3DB1521,Vanity 3 Drawer Base,$293.70 ,$313.15 ,ARTISANS SHINE - V3DB1521,$293.70 ,$313.15 
ARTISANS SHINE,V3DB1821,Vanity 3 Drawer Base,$313.56 ,$334.10 ,ARTISANS SHINE - V3DB1821,$313.56 ,$334.10 
ARTISANS SHINE,V3DB2121,Vanity 3 Drawer Base,$333.42 ,$355.05 ,ARTISANS SHINE - V3DB2121,$333.42 ,$355.05 
ARTISANS SHINE,V3DB2421,Vanity 3 Drawer Base,$353.28 ,$376.00 ,ARTISANS SHINE - V3DB2421,$353.28 ,$376.00 
ARTISANS SHINE,V3DB2721,Vanity 3 Drawer Base,$373.14 ,$396.95 ,ARTISANS SHINE - V3DB2721,$373.14 ,$396.95 
ARTISANS SHINE,VD621,Vanity Single Drawer Floating,$172.62 ,$185.50 ,ARTISANS SHINE - VD621,$172.62 ,$185.50 
ARTISANS SHINE,VD624,Vanity Single Drawer Floating,$184.82 ,$199.02 ,ARTISANS SHINE - VD624,$184.82 ,$199.02 
ARTISANS SHINE,VD627,Vanity Single Drawer Floating,$197.01 ,$212.54 ,ARTISANS SHINE - VD627,$197.01 ,$212.54 
ARTISANS SHINE,VD630,Vanity Single Drawer Floating,$231.54 ,$250.34 ,ARTISANS SHINE - VD630,$231.54 ,$250.34 
ARTISANS SHINE,VD633,Vanity Single Drawer Floating,$244.74 ,$264.87 ,ARTISANS SHINE - VD633,$244.74 ,$264.87 
ARTISANS SHINE,VD636,Vanity Single Drawer Floating,$257.94 ,$279.39 ,ARTISANS SHINE - VD636,$257.94 ,$279.39 
ARTISANS SHINE,VDB921,Vanity Floating 2 Drawer Base,$186.22 ,$198.37 ,ARTISANS SHINE - VDB921,$186.22 ,$198.37 
ARTISANS SHINE,VDB1221,Vanity Floating 2 Drawer Base,$201.96 ,$215.12 ,ARTISANS SHINE - VDB1221,$201.96 ,$215.12 
ARTISANS SHINE,VDB1521,Vanity Floating 2 Drawer Base,$217.70 ,$231.87 ,ARTISANS SHINE - VDB1521,$217.70 ,$231.87 
ARTISANS SHINE,VDB1821,Vanity Floating 2 Drawer Base,$233.45 ,$248.62 ,ARTISANS SHINE - VDB1821,$233.45 ,$248.62 
ARTISANS SHINE,VDB2121,Vanity Floating 2 Drawer Base,$249.19 ,$265.37 ,ARTISANS SHINE - VDB2121,$249.19 ,$265.37 
ARTISANS SHINE,VDB2421,Vanity Floating 2 Drawer Base,$264.93 ,$282.12 ,ARTISANS SHINE - VDB2421,$264.93 ,$282.12 
ARTISANS SHINE,VDB2721,Vanity Floating 2 Drawer Base,$280.67 ,$298.87 ,ARTISANS SHINE - VDB2721,$280.67 ,$298.87 
ARTISANS SHINE,VDB3021,Vanity Floating 2 Drawer Base,$296.41 ,$315.62 ,ARTISANS SHINE - VDB3021,$296.41 ,$315.62 
